Title,Text
Trump na Biden wakutana kwa mdahalo wa kwanza Jumanne,"Wamarekani kwa mara ya kwanza wataweza kuwaona wagombea wawili wa kiti cha rais wanaoshindana vikali wakijadilia juu ya masuala muhimu ya taifa kwenye jukwa moja kwa mdahalo wa kwanza kati ya tatu.  

Wachambuzi wengi hata hivyo wanasema hawamini mdahalo huo utaweza kubadili mawazo ya wapiga kura ambao wameshamua ni nani watampigia kura na ni wachache sana ambao hawajaamua bado.  
 Trump mwenye umri wa miaka 74 na Biden miaka 77 wanakutana mbele ya idadi ndogo ya watu kutokana na masharti ya Covid 19 baada ya kushambuliana vikali hivi karibuni juu ya uwezo wao wa kutumikia kiti cha rais, Trump akidai Biden anatumia dawa za kumpatia nguvu na anahitaji kupimwa. 
 Biden akijibu kwamba Trump ni kiongozi hatari ambae hakuchukua hatua zinazostahiki kupambana na janga la corona, uchumi na ubaguzi wa rangi hapa nchini, na atakta havari zaidi kwa usalama wa taifa.  
 Trump kwa hivyo anaingia uwanjani tayari kujitetea, akiwa yuko nyuma mpinzani wake katika utafiti wa maoni kitaifa. Huku Biden akingia uwanjani akiwa na matumaini ya kubadili maoni ya wale ambao bado hawajamua.  
 Joe Rosky anajitaja kua ni mdemokrat wa Ohio na alimpigia kura Trump katika uchaguzi wa 2016.  
 ""Lakini kwa wakati huu, kwa hakika sijui nitampigia kura nani, ninachojua nitakwenda kupiga kura. Kama nilivyosema safari ya mwisho nilimpigia Trump. Sijui nitafanya nini safari hii, itanibidi kuchunguza vyema kuhusu Biden na kuona kama nina kubaliana na mawazo yake ndipo niamuwe,"" amesema Rosky.  
 Ohio ni moja kati ya majimbo manane yenye ushindani ambayo ni lazima mgombea apate ushindi kuweza kunyakua ushindi hapo Novemba 3 2020.  
 Biden anaongoza katika majimbo hayo yenye ushindani mkali kulingani na utafiti wa maoni wa karibuni unaofanywa na taasisi mbali mbali.  
 Katika majimbo hayo mvutano ni mkali hadi kusababisha majirani na familia kutengana kama Patty Lucci anaemunga mkono Biden alivyoiambia Sauti ya Amerika. 
 ""Nusu ya watoto wangu ni wafuasi wa Trump. Kwa hivyo hatuwaaliki tena hapa nyumbani (laughs) hadi mwakani. Tulisema hatutazungumza kuhusu siasa tena, lakini tunajikuta tunazungumzia siasa. Na mwishowe tukawazuia kuja,""  
 Maandamano ya kupinga ubaguzi wa rangi na unyanyasaji wa polisi dhidi ya watu weusi yamezusha wasi wasi miongoni mwa wafuasi wa Trump na ni suala linalotazamiwa kujadiliwa kwa kina waakt wa mdahalo wa Jumanne. Dolores Gentile mfuasi wa Trump anasema wamekua na hofu kutokana na jinsi suala hilo limeligawa taifa hata kuogopa kuweka bange la Trump nej ya nyumba Lake.  
 ""Nilijiuliza kwa muda ikiwa niweke bango la Trump nje ya nyumba yangu au la kwa sababu niliogopa huwenda nyumba yangu ikafyetuliwa risasi . Na baadae nikafikiria, na kusema unajua nini siwezi kukubali kuishi kwa hofu,"" amesema Gentile. 
 Ingawa Biden anakwenda kwenye mdahalo akiwa na nguvu hasa baada ya gazeti la New York Times kuchapisha ripoti kwamba Trump alilipa kodi chache na kuendelea kutilia shaka upigaji kura kwa njia ya posta anabidi kuwavutia wale ambao hawajamua bado na kusisitiza juu ya utendaji kazi wa trump kuhusiana na janga la corona.  
 Huku Trump anaelekea Cleveland akiwa anaongoza upande wa suala la uchumi na licha ya matatizo yote yanyao mkabili yungali anaungwa mkono na wafuasi wake sugu akiwapatia nguvu kwa kumteua jaji mhafidhina Amy Coney Barrett kuchukua nafasi ya jaji shuja wa mengo wa kushoto Ruth Bader Ginsburg anaezikwa wiki hii hii."
Upinzani wapinga matokeo ya Uchaguzi Mkuu Tanzania 2020,"Wakati Tume ya Taifa ya Uchaguzi nchini Tanzania ikiendelea kutangaza matokeo ya Uchaguzi Mkuu uliofanyika Jumatano, Mgombea Urais wa Chama cha Demokrasia na Maendeleo CHADEMA,Tundu Lissu, ametangaza kutoyakubali matokeo ya Uchaguzi Mkuu huku Mgombea Urais wa Zanzibar Seif Sharif Hamad akikamatwa kwa kuongoza maandamano visiwani humo. 

Siku moja baada ya upigaji kura nchini Tanzania matokeo ya uchaguzi kutoka majimbo na mikoa mbalimbali yameanza kutolewa ambapo Chama cha Mapinduzi kinatangazwa mshindi katika majimbo mengi yakiwemo yaliyokuwa yakishikiliwa na Upinzani. 
 Hata hivyo wakati matokeo yakiendelea kutolewa, baadhi ya vyama vya Upinzani vimetangaza kutokubaliana na matokeo hayo. 
 Mgombea Urais kwa tiketi ya Chama cha Demokrasia na Maendeleo, CHADEMA, Tundu Lissu amesema Uchaguzi uligubikwa na kasoro nyingi zikiwemo mawakala wao katika baadhi ya vituo kuzuiwa, ukamataji kura feki na ukiukwaji sheri na taratibu za uchaguzi zinakosesha uhalali wa uchaguzi huu na kutaka Jumuiya za Kimataifa kuingilia kati. 
 No media source currently available 
 Huko visiwani Zanzibar Jeshi la Polisi limemkamata Mgombea Urais kwa tiketi ya ACT Wazalendo Seif Sharif Hamad na viongozi Wakuu wa chama hicho kwa tuhuma za kuchochea vurugu. 
 Kukamatwa kwa viongozi kunafuatia kauli ya Maalim Seif kutangaza kupinga matokeo ya Uchaguzi visiwani humo. Kabla ya kukamatwa Seif Hamad alifanya mazungumzo na wanahabari na kuelezea msimamo wao. 
 Siku ya Jumatano Mwenyekiti wa Tume ya Taifa ya Uchaguzi Tanzania Jaji Semistocles Kaijage katika mazungumzo na wanahabari ameeleza kuwa tume bado inaendelea kukusanya taarifa zaidi kuhusu mchakato wa Uchaguzi. 
 Miongoni mwa mambo yanayosubiriwa na jumuiya mbalimbali za kimataifa ni ripoti za waangalizi wa Uchaguzi huu ambapo taarifa zinaeleza kuwa zitaanza kutolewa kuanzia Ijumaa. 
 No media source currently available 
 Imetayarishwa na mwandishi wetu, Idd Uwesu, Tanzania."
Marekani yaonya wimbi la ugaidi linaloikabili Afrika,"Mkuu wa kikosi cha Marekani kwa ajili ya Afrika Jenerali Stephen J Townsend ameonya wimbi la ugaidi linalolikumba bara la Afrika hivi sasa linabidi kushughulikiwa na dunia nzima.  

Akizungumza baada ya kumalizika kwa zoezi kubwa la pamoja la kijeshi kati ya wanajeshi wa Marekani, Afrika na Ulaya linalofahamika kama African Lion, mkuu wa Africom alipongeza kazi iliyofanyika mnamo wiki mbili za mazoezi lakini pia kutoa taswira ya vitisho vionavyojitokeza katika sehmu kadhaa za Afrika. 
 Jenerali Townsend amewaambia waandishi wa habari mjini Rabat ambako mazoezi yalimalizikia kwamba ana wasiwasi kutokana na hali ya usalama katika pembe mbali mbali za bara hilo kuanzia kanda ya Sahel upande wa Magharibi hadi Pembe ya Afrika. 
 Amesema mashambulio ya hatari yanayofanywa na makundi yenye uhusiano na Al-Qaida na Islamic State pamoja na wanamgambo wa al-Shabaab yanaendelea kuongezeka. 
 Mataifa jirani ya Afrika anasema yanasaidia serikali zinazokabiliwa na vitisho hivyo lakini anaongezea kusema juhudi hizo zote zinaonekana hazitoshi kusitisha kile anachokieleza ni “ Moto wa msituni wa ugaidi unaokumba bara hilo"". 
 Zoezi la African Lioni liliwahusisha wanajeshi elfu 7 kutoka nchi saba pamoja na ushiriki wa NATO kwa kufanya mazoezi ya anga nchi kavu na bahari kwa pamoja huko Moroco, Tunisia na Senegal.  
 Vyanzo vya habari : AP na VOA News"
Serikali ya mseto ya Sudan Kusini kuanzisha mahakama ya mseto ya AU,"Katika taarifa iliyotolewa Jumapili, Mahamat alisema uamuzi huo unakomesha ucheleweshwaji wa kuanzisha mahakama, haki ya mpito, uwajibikaji, maridhiano na taasisi za kuponya ili kuleta haki na uponyaji kwa wa-Sudan Kusini wote 

Mwenyekiti wa kamisheni ya Umoja wa Afrika, Moussa Faki Mahamat, anasema anakaribisha uamuzi wa serikali ya mpito ya umoja wa Kitaifa ya Sudan Kusini wa kuanzisha mahakama ya mseto ya AU kwa nchi hiyo Kama ilivyotakiwa kwenye makubaliano ya amani yaliyotiwa saini mwaka 2018. 
 Huku kukiwa na ripoti za ukiukaji mkubwa wa haki za binadamu baada ya mzozo kuzuka mwaka 2013 nchini Sudan Kusini, Umoja wa Afrika uliamuru kuundwa kwa tume ya uchunguzi iliyoongozwa na Rais wa zamani wa Nigeria, Olusegun Obasanjo. Ripoti ya mwisho ya tume hiyo iliwasilishwa Oktoba mwaka 2015. 
 Katika taarifa iliyotolewa Jumapili, Mahamat alisema uamuzi huo unakomesha ucheleweshwaji wa kuanzisha mahakama, haki ya mpito, uwajibikaji, maridhiano na taasisi za kuponya ili kuleta haki na uponyaji kwa wa-Sudan Kusini wote. Wakati huo huo, Nyagoah Tut Put, mtafiti wa haki za binadamu kwa Sudan Kusini anasema hatua iliyofanywa na serikali ya Sudan Kusini inapaswa kutazamwa kwa tahadhari."
Upinzani Russia waitisha maandamano kuokoa maisha ya Navalny,"Washauri wa kiongozi wa upinzani wa Rashia anaeugua jela Alexei Navalny akiwa katijka wiki ya tatu ya mgomo wa chakula, wametoa wito kwa warashia kuandamana siku ya Jumatano ili kuokoa maisha yake. 

Mshauri wake Leonid Volkov ameandika kwenye ukurasa wa Facebook kwamba huu ndio wakati wa kuchukua hatua akiongeza kusema hawahitajiki kuzungumzia uhuru wa Navalny pekee bali, maisha yake pia. 
 Volkov amesema maandamanio ya Jumatano yanaweza kuwa vita vikuu dhidi ya ukatili au maandamano makubwa ya upinzani kwa miaka kadhaa ijayo. 
 Wito huo umetolewa siku moja baada ya daktari wake, Yaroslav Ashikhmin kuonya kwamba afya ya kiongozi huyo wa upinzani mwenye umri wa miaka 44 inaendelea kuwa mbaya kwa haraka na huenda akafariki ghafla kutokana na matatizo ya figo. 
 Navlany mkosoaji mkuu wa Rais wa Rashia Vladimir Putin alianza mgomo wa kutokula Machi 31 akidai kupewa matibabu anayostahiki kwa maumivu ya mgongo na kufaganzi kwa migu na mikono."
Viongozi duniani wasikitishwa na yaliotokea Congress,"Hisia mseto zikionyesha mstusho, huzuni na utatanishi zinaendelea kusikika kutoka sehemu mbalimbali ulimwenguni Jumatano kufuatia uvamizi uliofanywa na wafuasi wa Rais Donald Trump ndani ya Bunge la Marekani, wakionyesha hasira kutokana na rais kushindwa uchaguzi uliofanyika Novemba.  

“Kile kilichotokea leo mjini Washington, DC, siyo utamaduni wa Marekani,” Rais wa Ufaransa Emmanuel Macron alisema katika ujumbe wa video kupitia akaunti yake ya Twitter Jumatano. “Tunaamini katika nguvu ya demokrasia yetu. Tunaamini katika nguvu ya demokrasia ya Marekani.” 
 Waziri Mkuu wa India Narendra Modi alisema “amesikitishwa” kuona “ghasia na fujo” zilizo tokea Washington katika taarifa yake kwenye Twitter. “Kukabidhiana madaraka kwa amani na utulivu lazima kuendelee. Mchakato huu wa kidemokrasia hauwezi kuruhusiwa kukandamizwa na maandamano yanayo kiuka sheria.” 
 Wizara ya Mambo ya Nje wa Taiwan imeelezea masikitiko yake juu ya ghasia katika tamko ililolitoa Alhamisi. Wizara hiyo imesema imetuma ujumbe wa dharura kwa raia wa Taiwan “kuwa waangalifu zaidi na kuhakikisha usalama wao” kufuatia amri ya kutotoka nje usiku iliyotangazwa na maafisa wa jiji la Washington. 
 Msemaji wa Wizara ya Mambo ya Nje ya Pakistani Zahid Hafeez Choudhri amewaambia waandishi wa habari Alhamisi kuwa serikali inafuatilia kwa karibu matukio ya Washington. “Nimatumaini yetu kuwa hali itakuwa shwari mara moja na haitaathiri mchakato wa kukabidhiana madaraka,” amesema Choudhri. 
 Shariman Lockman, mchambuzi mwandamizi wa sera za mambo ya nje na masuala ya usalama katika Taasisi ya Mikakati na Utafiti wa Kimataifa Malaysia, ameiambia VOA ghasia hizi “ haziiweki Marekani katika picha nzuri duniani.” 
 “Inaongeza fikra hasi ambazo watu tayari wanazo juu ya Marekani. Unajua, huwezi kudhibiti COVID na pia huwezi kuendesha uchaguzi sawasawa. Nyie [serikali ya Marekani] mnaendelea kutuambia vipi tujipange, lakini nyie hamuwezi kujipanga sawasawa.” 
 Huko Korea Kusini, mbunge mwandamizi Song Young-gil, wa Chama tawala cha Democratic, alisema katika ujumbe wake wa Facebook ghasia hizo “ zimedhihirisha fedheha kwa upande wa Marekani.” 
 “Tabia ya aina hii inaweza kutumiwa na viongozi wa kiimla ambao wanataka kuhalalisha mwenendo wao,” ameongeza Song, ambaye hakufafanua. “Natarajia kuona Marekani ikiimarisha mfumo wake.”  
 “Matukio ya kusikitisha katika Bunge la Marekani. Marekani inasimamia demokrasia ulimwenguni na hivi sasa ni muhimu kuwepo kukabidhiana madaraka kwa amani na utulivu,” Waziri wa Mkuu wa Uingereza Boris Johnson aliandika katika ujumbe wake wa Twitter. 
 Maafisa wa Umoja wa Ulaya walieleza kumuunga mkono Biden Jumatano, wakati wale wenye msimamo mkali wanaomuunga mkono Trump walilazimisha kufungwa kwa jengo la Bunge la Marekani, wakivuruga utaratibu wa kumrasmisha Joe Biden kuwa mshindi wa urais.  
 “Ninaamini nguvu za taasisi za Marekani na demokrasia yake. Kukabidhiana madaraka kwa amani ni suala la msingi. @JoeBiden ameshinda uchaguzi,” Ursula von der Leyen, rais wa Tume ya Ulaya, aliandika kupitia Twitter. 
 “Matokeo ya uchaguzi huu wa kidemokrasia lazima yaheshimiwe,” Mkuu wa NATO Jens Stoltenberg ameandika katika ujumbe wa Twitter. 
 Wizara ya Mambo ya Nje ya Uturuki imetoa taarifa Jumatano ikiwasihi raia wake nchini Marekani kuepuka sehemu mikusanyiko na malumbano. 
 “Tunataka pande zote Marekani kutumia uvumilivu na busara. Tunaamini kuwa Marekani itapata ufumbuzi wa mgogoro huu wa kisiasa ndani ya nchi kwa kutumia uzoefu,” imeandika katika tamko lake.  
 Jumuiya ya nchi za mataifa ya Amerika pia zimelaani ghasia hizo. 
 Vitendo vya kutumia nguvu na uharibifu dhidi ya taasisi zinapelekea upigaji vita dhidi ya harakati za kidemokrasia,” Sekretariet ya nchi za OAS inayoangazia matukio imeandika katika tamko lake Jumatano, ikisisitiza umuhimu wa kutumika busara. 
 Katika hotuba yake kupitia televisheni Alhamisi, Rais wa Iran Hassan Rouhani amesema uvamizi uliotokea katika Bunge la Marekani ni ushahidi wa udhaifu wa demokrasia ya nchi za Magharibi na unaweza kutekwa nyara na umashuhuri. 
 Amesema, “Mtu mashuhuri amewasili, na kuiongoza nchi yake katika balaa kwakipindi cha miaka minne hii.” 
 Rohani ameongeza ana matumaini “ wanaokuja kuingia White House” watarejesha hadhi ya nchi hii katika nafasi yake muhimu kama taifa la Marekani, kwa sababu taifa la Marekani ni taifa muhimu.”"
Trump: Sina mpango wa kujaribu kuanzisha chama kipya,"Trump alisema katika hotuba yake kwenye kongamano la wanasiasa wenye msimamo wa kihafidhina katika jimbo la Florida ""harakati zetu za wamarekani wazalendo na wachapa kazi kwa bidii, zinaanza hivi sasa, na mwishowe tutashinda"" 

Rais wa zamani wa Marekani Donald Trump alidokeza Jumapili uwezekano wa kugombea tena urais mwaka wa 2024 na kumshambulia Rais Joe Biden na kurejelea madai yake ya wizi wa kura katika uchaguzi mkuu wa 2020 na kudai kwamba alishinda uchaguzi huo. Trump alijitokeza na kuzungumza hadharani kwa mara ya kwanza tangu aondoke White House wiki sita zilizopita. 
 “Harakati zetu za wamarekani wazalendo na wachapa kazi kwa bidii, zinaanza hivi sasa, na mwishowe tutashinda. Tutashinda”, Trump alisema katika hotuba yake kwenye kongamano la wanasiasa wenye msimamo wa kihafidhina mjini Orlando, katika jimbo la Florida.  
 Akipinga kukubali kwamba alishindwa kwenye uchaguzi wa rais uliofanyika tarehe 3 Novemba mwaka jana, Trump alikosoa vikali uongozi wa wiki za mwanzo za mrithi wake mDemocrat Joe Biden na kupendekeza kuwa anaweza kugombea tena. 
 Katika wiki za mwisho za uongozi wa Trump wafuasi wake walishambulia jengo la bunge la Marekani tarehe 6 Januari katika jaribio la kulizuia bunge kurasimisha ushindi wa Joe Biden, ushindi ambao Trump anaendelea kusema bila ushahidi wowote kwamba uligubikwa na wizi mkubwa wa kura. 
 Trump alitangaza kwamba chama cha Republican kimeungana na hana mpango wa kujaribu kuanzisha chama kipya wazo ambalo aliwahi kujadili na washauri wake katika miezi iliyopita."
Kisumu yaongoza kwa maambukizi mapya ya Covid 19,"Mji wa magharibi mwa Kenya wa Kisumu umeupita mji mkuu Nairobi, kwa kuwa na idadi kubwa zaidi ya maambukizi ya COVID-19 nchini humo. Kuongezeka kwa kesi hizo kumekuja siku moja baada ya kiongozi wa upinzani kuhutubia umati mkubwa huko Kisumu, ambapo pia waliripoti kesi ya kwanza ya Covid kutokana na virusi vipya kutoka nchini India. 
 Kwa mujibu wa wizara ya afya, kaunti ya Kisumu inarekodi idadi kubwa ya visa vya COVID-19. 
 Jiji la Lake side siku ya Jumanne lilirekodi karibu theluthi moja ya visa 382 vilivyorekodiwa nchini humo. Waziri wa Afya wa kaunti ya Kisumu Boaz Otieno anasema mlipuko huo umeongezeka kwa zaidi ya siku 10 zilizopita au zaidi. 
 “Sisi ni eneo kuu la maambukizi hadi sasa. Tuna zaidi ya kesi 4,000 ambazo zimethibitishwa hadi kufikia mwisho wa wiki iliyopita, karibu 3,000 au zaidi kidogo kati ya hizo ziligunduliwa katika siku saba zilizopita.” 
 Otieno pia analaumu ongezeko la Kisumu linatokana na kupungua vikwazo katika mji mkuu wa Nairobi na maeneo ya kuzunguka. 
 Amesema “kulikuwa na utitiri wa marudio yasioweza kuepukika. Kwa kawaida kuna muingiliano wa shughuli nyingi za watu kati ya Kisumu, Nakuru na Nairobi. Kwa hivyo kama ukiwa unawafungia watu na kisha unawaachilia kwa kawaida tabia ya watu kujitokeza kwa kasi na kurudi majumbani”. 
 Mwishoni mwa Machi, Rais Uhuru Kenyatta alizuia harakati za watu jijini Nairobi na katika kaunti za Kajiado, Nakuru, Kiambu na Machakos katika jaribio la kuzuia kuongezeka kwa visa vya COVID-19. Rais alipunguza vizuizi mwezi mmoja baadaye. 
 Ongezeko la maambukizo linakuja wakati Kaunti ya Kisumu ikijiandaa kuandaa sherehe ya Siku ya Uhuru Juni mosi ambayo Kenyatta anatarajiwa kuhudhuria. 
 Wiki mbili zilizopita, Kisumu ulikuwa mji wa kwanza nchini Kenya kurekodi kesi yenye aina virusi kutoka India. Otieno alisema hakuna cha kuwa na wasiwasi juu yake na itifaki za kiafya zitafuatwa wakati wa sherehe hiyo. 
 Waziri wa Afya wa Kenya Mutahi Kagwe alisema Jumanne kuwa watu wasiopungua 950,000 nchi nzima walipewa chanjo dhidi ya virusi vya corona. Taifa hilo la Afrika Mashariki limerekodi visa 169,000 vya COVID-19 na zaidi ya vifo 3,000 kutokana na ugonjwa huo."
Pyongyang yapuuzia muelekeo wa Biden mpya wa diplomasia,"Korea Kaskazini imemkosoa Rais Joe Biden wa Marekani kuwa nchi yake itakabiliwa na “hali mbaya zaidi,” baada ya White House kutangaza muongozo mpana wa mpango wake wa kidiplomasia pamoja na Pyongyang. 

Taarifa iliyotolewa Jumapili na mwanadiplomasia mwandamizi wa Korea Kaskazini, ilikuwa ni jibu la kwanza rasmi la nchi hiyo baada ya kuijadili sera ya uongozi wa Biden iliyokamilishwa hivi karibuni, inayoeleza uwazi wa kufanya mazungumzo na nchi hiyo yenye kujihami kwa silaha za nyuklia. 
 Kwon Jong Gun, mkurugenzi mkuu wa Idara ya masuala ya Marekani ya Wizara ya Mambo ya Nje ya Kaskazini, alitupilia mbali muelekeo uliotangazwa na Marekani kama “ni kificho cha kuendelea kuficha vitendo vyake vya uchokozi” dhidi ya Jamhuri ya Kidemokrasia ya Watu wa Korea.” 
 “Ilivyokuwa hivi sasa… muhtasari wa sera mpya ya Marekani kwa DPRK imewekwa wazi, tutalazimika kushinikiza hatua zinazo lingana na hizo, na baada ya muda Marekani itajikuta katika hali ya mbaya zaidi,” Kwon amesema, kwa mujibu wa Shirika la Habari la serikali ya Korea. 
 “Marekani itakabiliwa na mgogoro utakaoendelea kuwa mbaya zaidi endapo hawataweza kuudhibiti katika siku za usoni iwapo imejiandaa kuendeleza mahusiano na DPRK-US, ikiendelea kujikita katika maoni na mtizamo wa sera zilizopitwa na wakati za zama za Fikra za Vita Baridi,” ameongeza. 
 Kufuatia mwezi mzima wa kupitia mpango huo, White House Ijumaa imetangaza mpango wa jumla kuhusu Korea Kaskazini. Ni sera ya kujaribu kuchukua mwelekeo wa kati na kati ukilinganisha na wale watangulizi wa karibuni wa Biden.  
 “Sera yetu haitajikita katika kufikia makubaliano makubwa, na wala hautategemea mkakati wa kusubiri,” amesema msemaji wa White House Jen Psaki. “Sera zetu zinataka urekebishaji, mwelekeo unaotekelezeka ambao uko wazi na utakao tafuta njia ya kuwepo diplomasia na DPRK na kuweza kupiga hatua zitakazo ongeza usalama wa Marekani, washirika wetu na majeshi yetu yaliyoko katika eneo hilo."
"Mauaji ya waandishi wa habari yanaendelea kuongezeka huku wakilengwa sana na wanasiasa, makundi ya uhalifu","Ripoti ya waandishi wa habari wasio na mipaka imesema kwamba zaidi ya waandishi wa habari 50 na wafanyakazi wengine katika sekta ya habari wameuawa mwaka huu 2020 wakiwa kazini, wengi wao wakiwa katika nchi ambazo hazina vita. 
 Idadi hiyo inaonyesha ingezeko la waandishi wa habari wanaouawa, wengi wao wakiwa waandishi wanaoandika habari za uchunguzi kuhusu uhalifu, ufisadi na maswala ya mazingira. 
 Mauaji mengi yametokea Mexico, India na Pakistan. 
 Ripoti ya waandishi wa habari wasio na mipaka inasema kwamba asilimia 84 ya waandishi wa habari ambao wameuawa mwaka huu walilengwa maksudi. 
 Mauaji mengi yametokea Mexico ambako waandishi nane waliuawa kutokana na kuandika habari kuhusu ulanguzi wa dawa za kulevya na kisiasa. 
 Hakuna mtu yeyote amefunguliwa mashtaka kuhusiana na mauaji ya waandishi wa habari nchini Mexico. 
 Mauaji mengine yamefanyika Afghanistan na Iran. 
 Pauline Adès-Mevel, ni mhariri mkuu na msemaji wa waandishi wa habari wasiokuwa na mipaka. 
 ""Hata kama janga limepelekea baadhi ya ripoti kutoandikwa, waandishi wameendelea kushambuliwa. Waandishi wa habari wamejeruhiwa, wamelengwa wakati wa maandamano kote duniani. Tumeshuhudia hilo hivi karibuni nchini Ufaransa wakati wa sheria ya usalama wa dunia na katika maandamano ya kupinga sheria hiyo. Kwa hivyo, ni jambo tunaloliona kila mahali, tunayashuhudia katika umoja wa ulaya, Asia, Africa na Marekani hasa wakati wa maandamano ya George Floyd. Waandishi wanaoandika kuhusu maandamanao wanashambuliwa na wanalengwa sana.”"
Midahalo ya wagombea urais wa Marekani kuboreshwa,"Taasisi huru inayosimamia mdahalo wa wagombea urais wa Marekani, Jumatano imesema itarekebisha utaratatibu wa mdahalo. 
 Hatua hiyo ni baada ya malalamiko kutolewa kuhusu mdahalo wa kwanza wa Jumanne kati ya rais Donald Trump, na mpinzani wake Joe Biden. 
 Mdahalo huo umetajwa na wengi kuwa mdahalo mbaya zaidi katika historia ya siasa za marekani.  
 Wagombea wawili mara kwa mara waliingiliana au kuzungumza kwa wakati mmoja, na muongoza mudahalo Chris Wallace, mwanahabari wa televijeni ya Fox News, alikemea kwa kutozingatiwa kanuni. 
 Kamati ya midahalo ya wagombea urais imesema mapungufu yalioonekana katika mdahalo wa kwanza yameonyesha umuhimu wa kuwa na muundo wa ziada ili kuruhusu majadiliano. 
 Kamati hiyo imempongeza mwanahabari Chris Wallace, namna alivyoongoza mdahalo uliofanyika katika Chuo Kikuu cha Cleveland, Ohio. 
 Lakini kamati hiyo imesema itaweka utaratibu mpya kabla ya mdahalo wa pili na watatu ambayo imepangwa kufanyika Oktoba 15 na 22."
Tanzania yazuia safari za Kenya Airways nchini mwake,"Tanzania imesimamisha shirika la ndege la Kenya (KQ) kufanya safari za kwenda Tanzania kuanzia August 1, siku moja baada ya Kenya kutangaza kuwa itafungua anga zake kwa usafiri wa kimataifa isipokuwa kutoka baadhi ya nchi ikiwemo Tanzania. 
 Katika barua kwa KQ Ijumaa Mkurugenzi Mkuu wa Mamlaka ya safari za anga Tanzania (TCAA), Hamza S. Johari, alisema serikali ya Tanzania imesimamisha safari za KQ kati ya Nairobi na viwanja vya Tanzania kama Dar es Salaam, Kilimanjaro na Zanzibar mpaka itakapotangazwa tena kujibu hatua iliyochukuliwa na serikali ya Kenya. 
 Ijumaa serikali ya Kenya ilitangaza kufungua anga zake kwa safari za ndege za kimataifa baina ya Kenya na nchi mbali mbali zikiwemo nchi jirani za Ethiopia, Uganda na Rwanda isipokuwa Tanzania. 
 Tanzania na Kenya zimekuwa katika mvutano tangu kuanza kwa janga la virusi vya corona ambapo mwezi Mei nchi hizo zilifungiana mipaka kwa muda mfupi kwa madai ya kuambukizana virusi vya corona. Hatua hiyo ilitatiza usafiri wa mizigo baina ya nchi hizo kwa wiki kadha mpaka zilipokubaliana kuhusu utaratibu wa kupima madereva wa malori ya mizigo. 
 Tangu mwezi Aprili Tanzania haijatoa idadi ya maambuziki ya Covid-19 nchini mwake na Rais John Magufuli amekaririwa mara kadha akisema hakuna tena corona nchini humo. 
 Kwa upande wake Kenya imekuwa ikipambana na maambukizi ya Covid-19 na hata kufunga shughuli katika baadhi ya miji mikubwa ya nchi hiyo. Wiki hii Kenya ilitangaza hatua nyingine kadha katika jitihada za kupunguza maambuziki na hadi Ijumaa ilikuwa imetangaza maambukizi zaidi ya 20,000."
"Kenya : Watu wasiopungua 15 wafariki, sababu ya ajali yaelezwa","Polisi katika kaunti ya Kilifi Pwani ya Kenya wanasema watu wasiopungua 15 wamefariki kutokana na ajali ya mabasi mawili ya abiria mapema Jumatano kwenye barabara kuu kati ya mji wa kitalii wa Malindi, na Mombasa. 

Mkuu wa utawala wa kaunti ya Kilifi Kutswa Olaka anasema ajali ilitokea baada ya tairi la basi moja kupasuka na kugongana na basi dogo likitokea Malindi kuelekea Mombasa. 
 Mkuu wa utawala wa kaunti ya Kilifi Kutswa Olaka anasema ajali imetokea katika njia panda kati ya Malindi na Garisa na kwamba zaidi ya watu 20 wamejeruhiwa baadhi wakiwa katika hali mahtutii na kupelekwa kwenye hospitali mbalimbali za kaunti hiyo.  
 Waliofariki ni pamoja na madereva wa mabasi hayo mawili, moja likitoka Mombasa kuelekea Garisa na basi dogo likitokea mainland kuelekea Mombasa. 
 Mkuu wa polisi wa Kilifi kamanda Nelson Tait amewaonya madereva kuchukua tahadhri zaidi barabarani. 
 Kwa pande wao wakazi wa Eneo hlo anaomba wakuu wa serikal kupanua barabara katika aneo hlo ambako kumeokea ajali nyng kama anavyoeleza Joseph maina kwa waandshi habari."
"Mapigano makali yaendelea Tigray, Ethiopia","Mapigano makali yanaendelea katika eneo la Tigray kaskazini mwa Ethiopia, baada ya waziri mkuu kuanzisha oparesheni ya kijeshi kujibu kile ametaja kama mashambulizi dhidi ya wanajeshi wa serikali hiyo. 
 Hali ya wasiwasi imekuwa ikiongezeka katika eneo hilo tangu mwezi Septemba, wakati Tigreay lilipoandaa uchaguzi licha ya kuwepo amri ya serikali kuu kutofanya hivyo. 
 Serikali ilisema matokeo ya uchaguzi huo hayatambuliwi kisheria, na pande zote zimeshutumiana hivi karibuni kwa kupanga mapigano ya kijeshi. 
 Ofisi ya waziri mkuu Abiy Ahmed, imedai kwamba wapiganaji wa kundi la Tigray – TPLF, walijaribu kuiba silaha kutoka kwa kambi ya kijeshi iliyo sehemu hiyo. 
 Eneo la Tigray lina asilimia 5 pekee ya jumla ya watu nchini Ethiopia ambao ni milionii 110, na ina utajiri mkubwa kuliko sehemu zingine kadhaa za nchi."
